y,arm,z
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
1,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
0,0,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
1,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
0,1,-1.909326525502057
